0,161221.972
1,161256.9132
2,161295.3623
3,161252.0464
4,161188.2628
5,161187.8698
6,161098.7464
7,160937.8157
8,160718.3745
9,160422.1358
10,160113.0993
11,159873.8925
12,159709.2944
13,159650.813
14,159626.7345
15,159601.256
16,159569.3985
17,159527.5672
18,159452.513
19,159318.0519
20,159093.1785
21,158773.572
22,158400.1691
23,158034.3789
24,157680.8993
25,157279.7458
26,156864.375
27,156432.8133
28,156046.0105
29,155645.5609
30,155213.8164
31,154753.5364
32,154288.847
33,153789.1501
34,153259.4005
35,152690.9807
36,152102.9287
37,151473.5758
38,150851.526
39,150292.5389
40,149765.0121
41,149205.4779
42,148614.3089
43,147974.7191
44,147301.7729
45,146586.2077
46,145859.8517
47,145138.7012
48,144430.611
49,143704.9645
50,142986.9457
51,142297.1016
52,141648.2346
53,141018.9464
54,140372.2974
55,139661.871
56,138898.2122
57,138095.6019
58,137275.2399
59,136430.7277
60,135586.9541
61,134749.8245
62,133923.0171
63,133097.0576
64,132285.301
65,131511.6239
66,130758.317
67,130004.1761
68,129271.5667
69,128528.2179
70,127791.0043
71,127065.646
72,126324.8276
73,125566.49
74,124801.2364
75,124060.2416
76,123339.4295
77,122634.113
78,121934.7487
79,121232.3564
80,120518.1742
81,119798.8765
82,119085.3546
83,118356.9872
84,117616.9265
85,116884.8077
86,116166.8353
87,115469.9553
88,114797.7423
89,114149.2832
90,113523.5035
91,112921.4324
92,112336.5611
93,111774.8589
94,111239.9413
95,110703.8938
96,110161.6592
97,109631.4666
98,109114.1467
99,108599.5093
100,108068.7582
101,107514.5016
102,106949.2429
103,106378.7875
104,105826.1371
105,105289.6416
106,104744.0476
107,104192.6602
108,103654.7837
109,103114.7589
110,102594.3886
111,102090.935
112,101588.7887
113,101119.782
114,100680.5859
115,100261.4938
116,99864.99202
117,99476.04042
118,99090.7825
119,98711.39027
120,98349.55285
121,97991.30272
122,97638.97463
123,97289.2929
124,96933.65471
125,96587.81174
126,96251.87481
127,95910.36334
128,95573.98582
129,95246.09952
130,94912.36641
131,94562.24729
132,94142.56026
133,93313.66679
134,92630.30478
135,92080.46129
136,91540.62644
137,91005.87095
138,90498.27663
139,90009.88016
140,89558.07425
141,89111.03203
142,88691.6192
143,88286.8995
144,87905.46414
145,87541.13291
146,87213.31815
147,86898.17442
148,86600.08898
149,86322.10728
150,86054.90065
